"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15","Rep 16","Rep 17","Rep 18","Rep 19","Rep 20","Rep 21","Rep 22","Rep 23","Rep 24","Rep 25","Rep 26","Rep 27","Rep 28","Rep 29","Rep 30"
"L4_R_BPM 14 Extra_Setup","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_BPM 14 Extra_Setup",5.96008814947419E-02,5.57927803010314E-02,5.45093446733777E-02,5.89398289587999E-02,6.26888961158405E-02,0.063330428500953,5.84084610498346E-02,6.14952800321721E-02,6.10551337792318E-02,5.82138762209257E-02,6.16616230053379E-02,0.055985038082973,6.02648141657588E-02,5.91993611787339E-02,0.057899682375482,5.93034536709019E-02,6.23621768297841E-02,6.05855045553744E-02,6.00965194041171E-02,5.79708458068076E-02,0.058466287550038,6.21507033117809E-02,6.03684010589171E-02,5.57112670004639E-02,6.04101933241283E-02,6.04479651062747E-02,5.94428405343945E-02,0.054836823802977,5.88993130289455E-02,6.40307973180825E-02
"L4_R_Dosagem 04_Ag Espaco","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem 04_Ag Espaco",0.528149946448879,0.617675275149437,0.617673445582905,0.61678613132518,0.531037911885586,0.613687350822085,0.613664350021259,0.617290620101845,0.530853736587117,0.526010470220864,0.61130224349383,0.525905565032633,0.614464537738137,0.618018774422132,0.52533849687157,0.616332378378802,0.527898159748891,0.616661803710797,0.597069652733897,0.61328642181689,0.611054591239205,0.530859851549255,0.522802359456131,0.595812387090005,0.618118130645798,0.614927571553526,0.527315886030895,0.617717820382229,0.532087357420693,0.52073997689841
"L4_R_Dosagem 04_DownTime","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem 04_DownTime",0.219025837992081,0.217397349493397,0.21852302297387,0.218049160634177,0.218846926104983,0.217049833503924,0.219149584044445,0.220085961715262,0.218699526185997,0.219526986866671,0.218809657484773,0.219162411084935,0.218790680313327,0.217801564227017,0.219278335098446,0.218694198363884,0.2190635541686,0.218587829726462,0.218305814321082,0.218758674856883,0.218908171125565,0.218162944603095,0.219130883557005,0.21960490448223,0.218190145157189,0.219041457866231,0.219527040624625,0.219646171383172,0.217576180346846,0.218403587308743
"L4_R_Dosagem 04_Ocioso","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem 04_Ocioso",1.20951683937752E-02,7.86550004735605E-03,8.07880284010462E-03,8.24209229225819E-03,1.21574547471545E-02,9.09742754991016E-03,8.4932836166422E-03,8.14235239256883E-03,1.18019584104968E-02,1.22523181005903E-02,8.78363914438932E-03,1.24501864071524E-02,8.23405052477098E-03,8.40524768960233E-03,1.25100258161103E-02,8.48746981438354E-03,1.17241921710236E-02,8.16648903684849E-03,8.85996035720996E-03,8.36576344939129E-03,8.49005248546544E-03,1.17776228224517E-02,1.22371631599651E-02,9.01049875469448E-03,8.38874462971036E-03,9.21529227371697E-03,1.22598784953023E-02,8.13690346578201E-03,1.17290635716764E-02,0.012479729947396
"L4_R_Dosagem 04_Produzindo","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem 04_Produzindo",0.214383896171582,0.128658473243052,0.127652412991381,0.130390135334602,0.211163119295564,0.13281090291236,0.131396194682759,0.127506515710836,0.210736635653494,0.214032549635463,0.133270535136473,0.215651546439126,0.13167114556657,0.128910895552116,0.21499238189141,0.128481943571173,0.213887108248349,0.130273292391023,0.148880880574247,0.131556180612839,0.134968763903895,0.21223623948456,0.219341312366853,0.149999625462712,0.128225729249659,0.130168691195078,0.213706820590576,0.127334592006657,0.211896469911564,0.220739440174487
"L4_R_Dosagem 04_Setup","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem 04_Setup",3.38461090518927E-02,3.61366367093557E-02,0.035773198739675,3.36044831980642E-02,0.034340364225702,3.50173417615858E-02,3.49355095342272E-02,3.48134470631213E-02,3.60278861716534E-02,3.59874196198497E-02,3.54859184772563E-02,3.43124589561868E-02,3.42180080996145E-02,3.42040873909476E-02,3.57518512110723E-02,3.59312628250885E-02,3.53629481312151E-02,3.34816982719389E-02,0.034624632842803,3.57873460983881E-02,3.39583698528605E-02,3.44000682392191E-02,3.41276125940677E-02,3.26261849337634E-02,3.48203630071604E-02,3.41276772691027E-02,3.52096405426241E-02,3.48896938769359E-02,3.40872227367453E-02,3.54832889641352E-02
"L4_R_Dosagem Extra_Ag Espaco","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem Extra_Ag Espaco",0.143415688214183,0.769542058906124,0.76334794133162,0.767336003047374,0.147883126802721,0.746209077788798,0.754893645210157,0.777581903153181,0.152405937815598,0.140117941511916,0.762384998894481,0.15508781874404,0.763115116054503,0.762902423370905,0.149926454027335,0.761660807658748,0.148199512964153,0.754186388231399,0.631927275698015,0.750316182294223,0.737736492272688,0.160108306417584,0.137970619493301,0.613601209915188,0.764277751891948,0.765872304569005,0.158027125037458,0.766362079659655,0.13766796465877,0.133770697669721
"L4_R_Dosagem Extra_DownTime","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem Extra_DownTime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4_R_Dosagem Extra_Ocioso","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem Extra_Ocioso",0.706382200598823,7.42825822786866E-02,8.21949325435326E-02,7.45373313962415E-02,0.701694462991586,9.37142588085352E-02,8.56055376917947E-02,0.066355271623251,0.702483470362631,0.711762545620859,0.072671492710438,0.694583499484892,7.33283819242653E-02,7.83374131053389E-02,0.704467918595604,7.87917571254818E-02,0.70040558619453,8.11079906084924E-02,0.204869758760669,8.04060580377799E-02,0.100334240145487,0.690905323315024,0.719224378911767,0.229248730420316,7.41815322702846E-02,7.74915541649628E-02,0.699173489159697,7.02033296490293E-02,0.717507749069943,0.714795131350068
"L4_R_Dosagem Extra_Produzindo","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem Extra_Produzindo",9.66042728569743E-02,0.118622785520878,0.116454661877334,0.119849786127791,0.097400771334694,0.117396776203253,0.11660717613977,0.118098999621114,9.46602639252425E-02,9.35307145745459E-02,0.120616218668302,9.69021927129921E-02,0.119259392187626,0.11852453479158,9.49975976239118E-02,0.116181775953066,9.47049984467594E-02,0.116845318537952,0.119523633729057,0.118230377562283,0.116642091327714,9.67030977453503E-02,9.59357672859345E-02,0.119239129566957,0.116436164651306,0.118616858266175,9.34742199870471E-02,0.115774989111285,9.34461956927957E-02,9.38664452834283E-02
"L4_R_Dosagem Extra_Setup","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Dosagem Extra_Setup",5.35978383300178E-02,3.75525732943112E-02,3.80024642475119E-02,3.82768794285935E-02,0.053021638870999,0.042679887199413,4.28936409582785E-02,0.037963825602454,5.04503278965288E-02,5.45887982926769E-02,4.43272897267796E-02,5.34264890580746E-02,4.42971098336076E-02,4.02356287321759E-02,5.06080297531483E-02,4.33656592627048E-02,5.66899023945567E-02,4.78603026221565E-02,4.36793318122582E-02,5.10473821057136E-02,4.52871762541102E-02,5.22832725220401E-02,4.68692343089995E-02,3.79109300975379E-02,4.51045511864605E-02,3.80192829998578E-02,4.93251658157958E-02,4.76596015800298E-02,5.13780905784913E-02,5.75677256967832E-02
"L4_R_Montagem Final 04_DownTime","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Montagem Final 04_DownTime",0.144903137153259,0.145898399823973,0.16426879696672,0.137804283185389,0.147543077200296,0.138407005165403,0.144810555244302,0.151577239525031,0.153818520048737,0.146461481217204,0.126663010574116,0.133658176166592,0.135000470405689,0.152560038221821,0.140629346629516,0.156363980289997,0.136361734175883,0.15311872565821,0.161825234789867,0.142035959621017,0.136204579773252,0.143855562603821,0.125807457094593,0.168397580185734,0.152690657300496,0.144844387407888,0.148194233660872,0.162063490342164,0.159517758743242,0.127895244148753
"L4_R_Montagem Final 04_Ocioso","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Montagem Final 04_Ocioso",9.2213453201302E-03,7.31208155698382E-03,7.73129449800414E-03,6.59216639575511E-03,8.44067741920688E-03,6.89373210126953E-03,7.51069331979226E-03,6.33302345629039E-03,8.79092969670731E-03,8.26493302893483E-03,7.39251406781816E-03,8.54194195298572E-03,6.81467830341198E-03,7.3028960237923E-03,7.43935542099407E-03,7.15234471982407E-03,8.3673789197154E-03,6.02154940512489E-03,7.18968945140138E-03,7.73356275957759E-03,5.15521283326248E-03,4.72928150094061E-03,8.73930433994259E-03,7.61157819021085E-03,7.79034997439176E-03,5.39523354921623E-03,9.13710664901461E-03,7.21159682451877E-03,7.05459212665222E-03,9.58018366721015E-03
"L4_R_Montagem Final 04_Produzindo","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Montagem Final 04_Produzindo",0.825558167662982,0.823432446936287,0.809189985756642,0.835283025475398,0.820395527757022,0.831676179715461,0.824049080993624,0.818649052686152,0.818396313991578,0.821705103415719,0.845251445544741,0.834806729430835,0.83578687109349,0.820246875663104,0.829086172585628,0.814692447678662,0.833109842192949,0.820204835004249,0.810134168908416,0.830669980885164,0.835623863573234,0.829166195883231,0.842448100429651,0.805189849278963,0.8170513208196,0.830010191313022,0.822129010486728,0.810623236988465,0.812914034467662,0.840462570232395
"L4_R_Montagem Final 04_Setup","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Montagem Final 04_Setup",2.21168370294714E-02,2.37663180250797E-02,2.24449418847886E-02,2.65481801730384E-02,2.76739085633382E-02,2.53821896664707E-02,2.55187639007194E-02,2.64914212466957E-02,1.94225332087003E-02,2.51241456665874E-02,0.022544491919933,2.72344576340609E-02,2.83061997360718E-02,2.30938485914653E-02,2.60488832625725E-02,2.63466856327439E-02,0.026041974763465,2.63937900682355E-02,2.67987373298759E-02,2.24894980620616E-02,2.70038452191873E-02,2.28830723177085E-02,3.24032749399444E-02,1.95545782393063E-02,2.75858485084309E-02,2.24056035752036E-02,2.18358757960123E-02,2.49592284046412E-02,2.61160931245912E-02,2.49457940116248E-02
"L4_R_Vacuo 04_Ag Espaco","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo 04_Ag Espaco",0.37806133011616,0.635300626093121,0.633815836910486,0.629366903221263,0.388630196056766,0.622643139153238,0.626472209015203,0.640289930236138,0.385220388218225,0.379439632998304,0.621026211731182,0.379126946519545,0.627797212404722,0.634130726544764,0.378338599088294,0.636156432032999,0.37909675868569,0.627761652950059,0.580001585175427,0.622224870011749,0.61699301360093,0.382813734924663,0.365160794504893,0.58293285298583,0.632575115694138,0.62974579349628,0.380956601709425,0.635251469080436,0.39040806338097,0.360687562514627
"L4_R_Vacuo 04_DownTime","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo 04_DownTime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4_R_Vacuo 04_Ocioso","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo 04_Ocioso",1.68056811762797E-02,1.02426272382093E-02,1.44838472352558E-02,1.17344461265914E-02,0.01480471707354,1.19715557629452E-02,1.13740445644995E-02,0.009810351633915,0.018891239317949,1.85128090510913E-02,1.12145528549883E-02,1.41154461510741E-02,9.72461023232209E-03,1.10533448427189E-02,1.62514240778061E-02,1.11163580450187E-02,1.55457014549343E-02,8.68891160026772E-03,1.56757358287316E-02,1.09083930953986E-02,1.10294082428517E-02,1.68231531266379E-02,1.63340261320914E-02,1.17880736493199E-02,1.15191124207854E-02,9.81771232238473E-03,1.73704647363742E-02,1.14729250483286E-02,1.28473623509182E-02,1.76451570356215E-02
"L4_R_Vacuo 04_Produzindo","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo 04_Produzindo",0.605132988707559,0.354456746668671,0.351700315854257,0.358898650652146,0.596565086869692,0.365385305083816,0.362153746420299,0.349899718129948,0.595888372463825,0.602047557950605,0.367759235413831,0.606757607329381,0.362478177362955,0.354815928612519,0.605409976833899,0.352727209921984,0.605357539859375,0.363549435449672,0.404322678995841,0.366866736892852,0.37197757815622,0.600363111948699,0.618505179363017,0.405279073364851,0.355905771885074,0.360436494181336,0.601672933554201,0.353275605871235,0.596744574268112,0.621667280449751
"L4_R_Vacuo Extra_Ag Espaco","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo Extra_Ag Espaco",0.123087255312878,0.605291693243955,0.603264983155376,0.596913925525391,0.126267734505481,0.585660315140771,0.595312936417473,0.613963250058421,0.13045369808026,0.121425372552403,0.596241952448159,0.130848166523182,0.596143337982138,0.60029185432363,0.127339295056594,0.604970317769048,0.129322468332313,0.598970708914951,0.497365794921672,0.593051923595531,0.578561551508648,0.136557011504488,0.116328962012808,0.474894637323389,0.604775007895346,0.601275339349818,0.135585526996145,0.607804312368824,0.119311634600344,0.119534008759711
"L4_R_Vacuo Extra_DownTime","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo Extra_DownTime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L4_R_Vacuo Extra_Ocioso","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo Extra_Ocioso",0.527419528081518,6.02859890092792E-02,6.87392626359395E-02,6.42673198881546E-02,0.522762879152252,8.17062170177436E-02,7.47008929968358E-02,5.29726771480851E-02,0.531720896121024,0.539680352137221,6.39803924729065E-02,0.519493939791414,6.76803322841352E-02,6.51344681607695E-02,0.530726856463782,6.73004102368431E-02,0.532244847717411,0.074191560693849,0.189534656084024,7.52987668517912E-02,9.20616858252182E-02,0.517163449407948,0.53943965124425,0.214864613482779,6.80886032272217E-02,6.28909001030649E-02,0.525316458010184,6.80495987533905E-02,0.542332374667523,0.538672150950818
"L4_R_Vacuo Extra_Produzindo","DSTAT AVERAGE","Time Persistent","User Specified","L4_R_Vacuo Extra_Produzindo",0.349493216605604,0.334422317746765,0.327995754208686,0.338818754586456,0.350969386342267,0.332633467841487,0.329986170585691,0.333064072793493,0.337825405798716,0.338894275310375,0.339777655078935,0.349657893685403,0.336176329733729,0.334573677515602,0.341933848479623,0.327729271994109,0.338432683950276,0.3268377303912,0.313099548994304,0.331649309552677,0.329376762666134,0.346279539087563,0.344231386742942,0.310240749193832,0.327136388877432,0.335833760547117,0.33909801499367,0.324146088877785,0.338355990732134,0.341793840289472
"L4_SemProduzir","DSTAT AVERAGE","Time Persistent","User Specified","L4_SemProduzir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L5_CapacitoresPorHora","DSTAT AVERAGE","Time Persistent","User Specified","L5_CapacitoresPorHora",1094.27735342137,1109.99293905985,1062.67748001186,1106.82310881141,1103.79247692728,997.596517426826,1057.7606069133,1091.20860973838,1139.67225844089,1053.14763159043,1138.85172969142,1046.65036524746,1051.0915791766,1056.15880161025,1119.99376923611,1050.0820483001,1123.59092858119,1134.13936327593,1119.93961449401,1022.34483639583,1103.03023378476,1107.06015004639,1044.56295262072,1101.49816640038,1046.78703842143,1100.36908904676,1028.74603018956,1111.24467272392,1029.29179703112,1103.25006892681
"L5_CapacitoresProduzidosAcumulado","DSTAT AVERAGE","Time Persistent","User Specified","L5_CapacitoresProduzidosAcumulado",540450.463427033,547550.934876321,523471.926520176,543934.144530564,543884.280460021,485570.304460949,522948.062972003,542161.136690845,564137.472586839,511938.126150012,566734.734635469,507526.239519785,518503.4351479,519780.660956303,561448.239335077,506573.023137013,563924.571420471,564382.253824649,549759.516335438,492380.27712523,544323.263864223,541045.546686471,508618.422397945,543693.195516115,509192.944803369,540482.970238148,497251.07858743,547888.941026192,497362.609858042,543389.65646255
"L5_Ociosidade_BPMs","DSTAT AVERAGE","Time Persistent","User Specified","L5_Ociosidade_BPMs",0.153191580889764,0.156491864421427,0.112681214715254,0.160965526525809,0.152236911703516,0.174187278521316,0.108822764152612,0.153118740982954,0.133049116273801,0.158929645984725,0.101692453355925,0.153413561004931,0.118547121568987,0.110996792091038,0.105151622442103,0.163229256174495,9.76393658732153E-02,0.100419319784201,0.154385676309568,0.167747444040032,0.15721240360699,0.160012734145291,0.162714502502514,0.166918128509747,0.159797392285381,0.164722028415976,0.165479449355705,0.154900208088227,0.162281969042647,0.15867271689019
"L5_Ociosidade_Dosagem","DSTAT AVERAGE","Time Persistent","User Specified","L5_Ociosidade_Dosagem",0.697543011734795,0.699066715979569,0.698117569946163,0.698730599616224,0.699574711949668,0.706680875007197,0.697564574654776,0.69948774917068,0.696486281970785,0.703514088589565,0.692450891899872,0.706320498380674,0.701243782677053,0.699030243371773,0.692480054574115,0.704390097649534,0.693251556727495,0.692437093352678,0.697641261734922,0.70400602537631,0.699099407603821,0.701243102836022,0.704479599080791,0.700642876331901,0.704047064211118,0.701106875595358,0.701501526039889,0.69644236185899,0.702162668530367,0.700151847475626
"L5_Ociosidade_MF","DSTAT AVERAGE","Time Persistent","User Specified","L5_Ociosidade_MF",0.115327112687327,0.11096886143546,0.107901309066673,0.114780306575392,0.104088297321673,0.136208356014074,8.17283428380822E-02,9.44459077749404E-02,8.85234487557703E-02,0.139699778802223,5.72012153705287E-02,0.14823894344528,9.90711834735595E-02,0.107715286628141,5.05429482958883E-02,0.154088656311307,4.68830938523522E-02,5.64844480219551E-02,9.67584157067172E-02,0.132921511875547,0.113285010176422,0.119100008340329,0.1420609761501,0.124764063384095,0.145047064060345,0.112251714380263,0.142790560113222,0.100785526964785,0.133617617661262,0.103832147579802
"L5_R_BPM 06_Ag Espaco","DSTAT AVERAGE","Time Persistent","User Specified","L5_R_BPM 06_Ag Espaco",0.142785912485958,0.144209682014681,0.171763264206891,0.147123564580744,0.255449069218206,0.147982119160592,0.1770505985031,0.245389806024692,0.146404984710788,0.174526218523915,0.153154908050186,0.273018167949073,0.180823093834952,0.177386714834927,0.154268989206696,0.176449768498224,0.144011092378837,0.145485547667181,0.143361591860833,0.138812478847679,0.247448789160346,0.147447544958023,0.176206848607032,0.240693617566564,0.176057917944929,0.15265469620743,0.141352357935167,0.143539352830729,0.138697515689423,0.143878301965134
